dlcoe_pct,lcoe_r0,lcoe_r1,switches_sapv_grid,switches_total,d_investment_pct,d_capacity_pct,r0_grid_settlements,r1_grid_settlements,r0_grid_pop_share,r1_grid_pop_share,within_10km_mv,median_mv_km,mv_layer,source
50.34152347957338,0.28508096704691116,0.42859506900862676,30021,30021,46.7015676477464,3.900060225420976,28584,58605,0.6043662409228656,0.6195826341049477,128364,11.011124615042476,ZESCO record only,2026-09-02_mvzesco
49.9231390189036,0.2756854025614959,0.4133162093370955,34461,34461,45.59099998707079,2.9459613577230925,32058,66519,0.6275596333162003,0.6455114688157333,160583,7.0766222226610385,"min of ZESCO, Meta, OSM (published)",2026-08_final_lcoe (canonical)
