sample,P1,Pinf,Pstep,discount_rate,diesel_price,N_mid,method,delta_lcoe_pct_raw,delta_lcoe_pct_corrected,switch_count,bias_correction_factor
141,4.576675781037308,1.7056759535180666,2.8682590337490272,0.08307437826745062,2.0238692205101216,30.248674519762577,full_OnSSET,86.55277561201032,77.99227545987145,4477.0,0.9010950244910345
142,4.045463224866102,1.4528595203269152,2.095701969730667,0.06154378975755569,1.6358074344287252,46.93080033617563,full_OnSSET,44.85935733127279,40.422543693075326,3814.0,0.9010950244910345
143,3.4052661667850406,1.760306448899287,2.3496273322143035,0.13430813258718613,2.1649992217031238,45.05862127925094,full_OnSSET,47.897878788030326,43.16054025956879,4617.0,0.9010950244910345
144,3.114229606728339,1.42534552696497,2.607785204119074,0.08874152055248397,1.7321591353677903,23.103025329568112,full_OnSSET,59.8138349016181,53.89794902557626,3816.0,0.9010950244910345
145,3.9939800154628644,1.4897365504159596,2.074417411127582,0.11096646011311631,1.8510886760891905,40.08917187029793,full_OnSSET,38.13229724855984,34.360823323090436,4718.0,0.9010950244910345
146,3.5479801232278305,1.0677791604003486,2.2530068438662942,0.061846259552951685,2.2501721458641337,16.219993905661397,full_OnSSET,31.819999196996513,28.67284295572227,3624.0,0.9010950244910345
147,3.1936858974294973,1.8468131209046703,2.1603232759980155,0.10756106850278979,2.0670172986170847,34.422609742751106,full_OnSSET,24.719037641290218,22.27420182877321,4061.0,0.9010950244910345
148,3.4766171840273548,1.478949756906026,2.0500684136600307,0.08718057576689664,1.90610009157616,43.279337545914316,full_OnSSET,30.061097140081838,27.08790506366941,4021.0,0.9010950244910345
149,4.212805133374785,1.7391838300984679,2.8019251622278105,0.10682795380289246,1.9729559408174535,25.965364485232648,full_OnSSET,77.59576591554526,69.92115858806883,4816.0,0.9010950244910345
150,3.094601685306804,1.354476829555422,2.1119966333294493,0.13087894634847952,2.11315917403427,43.88377494265998,full_OnSSET,25.955161149164297,23.38806657137495,4186.0,0.9010950244910345
151,3.7963556589657026,1.8383930573700533,2.542207578833568,0.10831922440866582,1.7571126395713375,47.23061215421468,full_OnSSET,68.78524776089772,61.982044515728006,4620.0,0.9010950244910345
152,4.292582433292706,1.6556417669472852,2.818509939281047,0.09061304717510099,1.6756204041041307,37.73441635004642,full_OnSSET,83.32869742504572,75.08707464702758,4547.0,0.9010950244910345
153,3.7704628269139064,1.4650505996338916,2.5494261464657675,0.068365136278735,1.7271889499693815,21.675640873861283,full_OnSSET,61.43767394674589,55.36118230971518,3868.0,0.9010950244910345
154,3.703430917802418,1.6025886708081316,2.647300438549911,0.10794807057413155,2.1436893165420807,14.896785155000652,full_OnSSET,58.8131924992081,52.99627513546985,4548.0,0.9010950244910345
155,4.163825162801749,1.7837404175880585,2.1969585188134526,0.12019079339288241,2.1178891975641014,45.3898851568086,full_OnSSET,45.8669225516738,41.330455700028885,4951.0,0.9010950244910345
156,3.263718426819683,1.825796947697869,2.219528685301995,0.11885866260933178,1.5679459490092038,36.503989712124465,full_OnSSET,30.596801923779758,27.570625978855652,4294.0,0.9010950244910345
157,4.090338513872369,1.8430540092865115,2.670863483432818,0.08257063019467152,1.7808855364612097,30.5140460941422,full_OnSSET,74.7103942817047,67.32116456500754,4301.0,0.9010950244910345
158,3.30132660619011,1.277704373713954,2.2665663969378835,0.0853588651595179,2.1929762271636677,28.99497472100414,full_OnSSET,36.314073234999846,32.722430711061406,3882.0,0.9010950244910345
159,4.341231446324823,1.1124038681352175,2.0853355719556976,0.10265619374963258,1.7007786652592267,31.27579910607313,full_OnSSET,43.31729898042933,39.03300258565543,4782.0,0.9010950244910345
160,3.3317436248083254,1.35914429007025,2.382802684085781,0.08679245875872107,2.1026779475909096,18.81258174143678,full_OnSSET,38.03498244354153,34.27313343647912,3921.0,0.9010950244910345
161,3.658115173818506,1.6497348526639337,2.7657510685380498,0.08904929374795134,1.935954983711588,24.725508524665315,full_OnSSET,71.52710413601241,64.45271765321289,4219.0,0.9010950244910345
162,4.136085338151289,1.161637876054898,2.202697089897582,0.0965324261284139,1.6224274656006976,13.869802677965104,full_OnSSET,31.590792205836095,28.466305676409057,4522.0,0.9010950244910345
163,4.277223868262678,1.5777819768293389,2.3845461516208273,0.06033045955225928,2.0507467117747913,44.82263295000142,full_OnSSET,69.9268526649457,63.010739014700206,3855.0,0.9010950244910345
164,3.5327310283672877,1.2080301308584174,2.750007958084586,0.13852126334164117,2.2212366928887333,49.63744108009767,full_OnSSET,70.98389760423261,63.96323695015507,4813.0,0.9010950244910345
165,4.076924247196711,1.6319361785955346,2.026298305947515,0.11224373629935705,1.773626231298351,27.13172114385837,full_OnSSET,28.83133634351204,25.979773728566233,4713.0,0.9010950244910345
166,3.239975103802982,1.0582097164182485,2.0816745342040313,0.12286307057515415,1.7552047544682712,12.005576810139907,full_OnSSET,15.711303872830182,14.157377748073998,3956.0,0.9010950244910345
167,4.392723245607366,1.2127484320324045,1.9906464163110833,0.10939083786139067,2.081987993580279,45.45378413831726,full_OnSSET,44.1022438351291,39.74031248872523,4889.0,0.9010950244910345
168,4.628143637009353,1.037159406198871,2.7526072701182485,0.12409060255987224,1.854682393579508,47.16202305818362,full_OnSSET,86.73521812532714,78.15667350087688,5272.0,0.9010950244910345
169,3.9072034525542896,1.0173173570838456,2.2493926724108437,0.09714050709847424,2.0366173148462465,48.63874121813933,full_OnSSET,56.44930486318936,50.86618774819749,4482.0,0.9010950244910345
170,4.707804115193768,1.6673194652607246,2.1223168003451494,0.12494566738755801,1.688457548557052,11.71420901658903,full_OnSSET,26.073531382422043,23.494729399611348,5079.0,0.9010950244910345
171,4.76412220829482,1.0085975670657177,2.790523323068107,0.13679757800451275,1.8150204042322227,46.56593103868208,full_OnSSET,88.86274867159705,80.07378069057339,5481.0,0.9010950244910345
172,3.309228503324105,1.2868204705661865,1.976807841252233,0.10018352220183238,1.9190097648929565,40.3988733464837,full_OnSSET,24.144817480031872,21.75677489850088,4046.0,0.9010950244910345
173,4.730389926807456,1.3788164747029668,2.8582631994647025,0.13349162656050811,1.798482584770223,33.27159568655617,full_OnSSET,86.44996437618919,77.89963276681125,5426.0,0.9010950244910345
174,3.689318008209865,1.1385001403944661,2.4105620737787206,0.06611342447389958,1.9397619642674697,46.39625558882642,full_OnSSET,65.29512448423469,58.837111796266605,3783.0,0.9010950244910345
175,4.351052405339191,1.0233861805030633,1.9820355762080404,0.09273516889425035,2.1819545134487375,27.7458051913403,full_OnSSET,36.81743113202623,33.17600400761015,4561.0,0.9010950244910345
176,4.014190057527016,1.804346200655309,1.9999938281879273,0.08511991482120149,1.5213475957870166,10.707410424205653,full_OnSSET,14.102741397548288,12.7079101050145,3930.0,0.9010950244910345
177,3.4134946117047735,1.21356408729743,2.215201476816603,0.06457794256531031,1.5738534589705018,41.38384841071898,full_OnSSET,41.248198792011145,37.16854670069834,3591.0,0.9010950244910345
178,4.4557672631324605,1.6355032273223653,2.4425680587904925,0.1290756780365102,1.7474558449149922,38.167534942865814,full_OnSSET,68.97299642894797,62.1512239063629,5224.0,0.9010950244910345
179,4.567785059124709,1.7135622025403585,2.5651620994781417,0.0748132293230849,2.263312891237881,20.816915742051236,full_OnSSET,67.26798901806583,60.61485021169667,4250.0,0.9010950244910345
180,3.386999920733751,1.4839044584968708,2.2102886151489916,0.11938072247123144,1.5847657264901063,26.505513977586507,full_OnSSET,31.455148434547237,28.344077748997467,4420.0,0.9010950244910345
181,4.319191227639026,1.0432572758008978,2.31906862781442,0.10574816396820495,1.6161034073889196,35.42077086157903,full_OnSSET,60.57011913670046,54.57943298690998,4837.0,0.9010950244910345
182,3.164268604658567,1.2350459355404049,2.8401855929622455,0.07588268128831974,2.174779992118261,49.38520393477495,full_OnSSET,70.95747259583824,63.93942550656877,3645.0,0.9010950244910345
183,4.868487937374866,1.2240999631044296,2.425262296633338,0.12448552293722624,2.06056172262327,29.211836721688098,full_OnSSET,68.0139577825759,61.28703895382242,5337.0,0.9010950244910345
184,3.3368604258766146,1.0142003158933601,2.850870907857463,0.06232021971343842,1.6801739810316971,17.605288151593395,full_OnSSET,70.92344187468288,63.90876059305583,3526.0,0.9010950244910345
185,3.7469657463587263,1.100193811896743,2.4679888199618802,0.09386512397970223,1.9264395358091913,16.97456614011905,full_OnSSET,47.17599617263198,42.510055426566765,4330.0,0.9010950244910345
186,4.186491202128057,1.3863327160343382,2.3314432154358844,0.13044557133692955,1.546378383457498,32.559497746610845,full_OnSSET,55.219962255358254,49.75843324088605,5117.0,0.9010950244910345
187,4.543532191225973,1.5929224253401912,2.5327675290922116,0.10173114411710171,1.7929979576647606,16.409410018472077,full_OnSSET,56.47461041871641,50.8889904583749,4841.0,0.9010950244910345
188,4.5346456302256986,1.9164386346594298,2.1448808430976922,0.11862106383971667,1.643149629103237,12.53383624164657,full_OnSSET,24.51725644924221,22.092377800582884,4874.0,0.9010950244910345
189,3.6018087575345383,1.241588512762374,2.4780175476679904,0.1321280131479067,2.003461957036555,17.514266004966256,full_OnSSET,46.12854025643583,41.566198112108715,4767.0,0.9010950244910345
190,4.773358884467293,1.3327504430675414,2.640818042800597,0.0722263730902214,2.052604133074145,46.74520813514117,full_OnSSET,87.91239497987281,79.217421707454,4268.0,0.9010950244910345
191,3.9244756391642186,1.1809701264575403,2.0896692692557397,0.12681105886810945,1.5240907941198207,25.39578001087588,full_OnSSET,33.73804929262041,30.401188353613517,4891.0,0.9010950244910345
192,3.1784966654170543,1.6949540240299747,2.600404835938965,0.1106728946079773,1.6255327214416617,37.50807788564806,full_OnSSET,61.79898291646051,55.686756024629005,4200.0,0.9010950244910345
193,3.9531263929873477,1.669890028883128,2.3771409927995606,0.1266720617796342,2.106872089109177,20.30201060454635,full_OnSSET,44.166653278331744,39.798351517525376,4910.0,0.9010950244910345
194,4.580463538853419,1.1337783795048129,2.2843265956999135,0.12397117273838366,1.8693013713139164,30.665883222615467,full_OnSSET,57.041459173993736,51.39977505139423,5203.0,0.9010950244910345
195,4.466852129138712,1.4352333362817256,2.002588742301676,0.12090183299298937,1.7147224363749398,41.57133001056799,full_OnSSET,40.95266636481668,36.90224390097765,5076.0,0.9010950244910345
196,3.504885303147182,1.5211964762160854,2.1535415386978602,0.08611240713217501,2.018168831383226,37.95931674742512,full_OnSSET,34.93549949590074,31.480204773865204,4027.0,0.9010950244910345
197,4.1685150283502725,1.6501473956081516,2.627024795505375,0.08214340543610703,1.926836805208372,24.116667007104517,full_OnSSET,71.75265629278641,64.65596157944515,4311.0,0.9010950244910345
198,3.575222135239263,1.053720685094481,2.321738156742358,0.08955721942699722,1.967837532906881,39.6300518696722,full_OnSSET,51.96637722678004,46.826643959875696,4144.0,0.9010950244910345
199,3.44316988241237,1.1887810340942873,2.338934634881093,0.07078499069039139,2.226363658416571,32.686227564830716,full_OnSSET,47.30011337522995,42.62189682028154,3729.0,0.9010950244910345
200,4.020785952993176,1.544427925530493,2.302559933864848,0.07425215340371748,1.9146381834715005,43.44525320754006,full_OnSSET,57.64934104907774,51.94753438451071,4077.0,0.9010950244910345
