sample,P1,Pinf,Pstep,discount_rate,diesel_price,N_mid,method,delta_lcoe_pct_raw,delta_lcoe_pct_corrected,switch_count,bias_correction_factor
21,4.673615365558053,1.089951965304946,2.1922784507669992,0.1176986198962505,1.8712288873809433,38.30333007572136,full_OnSSET,57.95602552648826,52.22388624119396,5160.0,0.9010950244910345
22,3.465592269158149,1.2933866422952511,2.4551249671002373,0.06722534324825605,1.9837476342830829,45.6696382784255,full_OnSSET,63.71993287921131,57.41771447836,3678.0,0.9010950244910345
23,3.488460455533378,1.3533481437689678,2.3973423218739685,0.08067824610025984,1.9835621415793396,15.830372445982047,full_OnSSET,38.228893565597495,34.44786578375723,3922.0,0.9010950244910345
24,3.793941908348395,1.5666767892854585,2.492136735427645,0.10214430654095298,1.5426467050781536,35.77452134849045,full_OnSSET,64.97903147253206,58.552281956144974,4524.0,0.9010950244910345
25,4.026369733753045,1.525691275332727,2.513108418718879,0.13471564708830164,1.6081587496537828,19.170735357610564,full_OnSSET,54.465549468965754,49.07863563265535,5053.0,0.9010950244910345
26,3.8822878362554936,1.6265991605583858,2.3096271059608005,0.06556352017124073,1.8253433796484932,46.10419139901195,full_OnSSET,56.86997151046409,51.24524837102607,3853.0,0.9010950244910345
27,3.119450008153892,1.9520843020194856,2.232903285433263,0.07934519509889255,1.83984215677886,22.00525076941839,full_OnSSET,23.381703690528713,21.069136859659082,3546.0,0.9010950244910345
28,4.357301652209814,1.9389954388928134,2.714087817825386,0.09325489403324028,2.1495446005840595,28.638751575570367,full_OnSSET,77.36407044755774,69.71237895466815,4611.0,0.9010950244910345
29,3.352544764742881,1.935201772203457,2.5936042386148572,0.08184328459064313,1.5728900197422524,13.208286814681403,full_OnSSET,51.636898169683185,46.529752020851724,3854.0,0.9010950244910345
30,4.740617584342902,1.4116887240939826,2.520864102669344,0.08157075441317524,1.6508680352054763,18.441213495019124,full_OnSSET,61.81305457822908,55.69943592903498,4449.0,0.9010950244910345
