r0_total_inv_B,r0_total_hh,r0_agg_inv_per_hh,r0_sapv_inv_median_per_hh,r0_ipc_col_median,r0_total_npc_B,r1_total_npc_B,delta_npc_pct,n_outliers_gt1B,outlier_share_pct
15.578791807150655,3745418.0,4159.426746801199,7137.724348329056,7119.63788615718,1.7256478629656975,2.5087041831447516,45.37752672398028,0,0.0
