quantity,value
switchers_total,34461.0
switchers_urban,0.0
switchers_rural,34461.0
switcher_median_hh_baseyear,1.7134554851841464
switcher_mean_hh_baseyear,2.175756324650564
switcher_share_hh_gt2,0.39000609384521634
switcher_share_hh_le2,0.6099939061547837
switcher_count_hh_ge5,2010.0
switcher_share_hh_ge5,0.05832680421345869
switcher_pop2030,437641.0000213241
switcher_pop2030_share_national,0.01795183549953306
