scenario,median,rural_median,popwtd,signal_excess,erosion_%
2035_static,3.3835607886128365,3.38412222082954,2.0705604155453314,0.28311745262437477,0.0
2050_uniform,3.0341836467559458,3.034643633192215,1.9584306983884712,0.18895579503826068,33.25886719920541
2050_urban60,3.2154399116895576,3.2159525280235854,1.8673653125274468,0.16837990782194717,40.5264824682692
2050_urban63,3.2595565711326238,3.260081997259883,1.8492449800165396,0.1636146405342144,42.20962395020923
